gp_id,gp_label,site_name,patient_count,rec_count,poor_pcg_count,poor_ecg_count,murmur_flag_count,low_ef_flag_count,af_flag_count,assigned_rec_count,assigned_poor_pcg_count,assigned_poor_ecg_count,assigned_murmur_flag_count,assigned_low_ef_flag_count,assigned_af_flag_count
312,GP-312,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
313,GP-313,Pinn Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
314,GP-314,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
315,GP-315,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
316,GP-316,Headstone Road Surgery,44,92,0,11,7,14,6,47,0,0,2,7,2
317,GP-317,Oxford Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
318,GP-318,Otterfield Medical Centre,0,2,0,1,0,0,0,0,0,0,0,0,0
319,GP-319,Randolph Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
320,GP-320,Redwood Practice,73,84,0,0,1,4,4,76,0,0,1,4,4
321,GP-321,The Chelsea Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
322,GP-322,Roundwood Park Medical Centre,0,3,0,1,0,0,0,0,0,0,0,0,0
323,GP-323,Redwood Practice,107,298,5,4,12,13,9,114,1,1,4,4,4
324,GP-324,Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
325,GP-325,Carlton Surgery,18,45,4,9,4,5,6,18,1,1,2,2,2
326,GP-326,Hillcrest Surgery,0,105,1,2,9,6,3,0,0,0,0,0,0
327,GP-327,Pinn Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
328,GP-328,Preston Hill Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
329,GP-329,Civic Medical Centre,2,5,0,1,0,0,0,2,0,0,0,0,0
330,GP-330,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
331,GP-331,Half Penny Steps Health Care,0,0,0,0,0,0,0,0,0,0,0,0,0
332,GP-332,Headstone Road Surgery,1,2,0,0,0,0,0,1,0,0,0,0,0
333,GP-333,Wembley Park Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
334,GP-334,Hammersmith Surgery,12,25,3,3,1,4,2,13,0,0,1,3,2
335,GP-335,Mayfair Medical Centre,179,359,26,21,48,43,11,192,12,2,23,15,4
336,GP-336,Ellis Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
337,GP-337,Chestnut Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
338,GP-338,Kensington Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
339,GP-339,Warren Practice,4,14,0,1,2,3,2,4,0,0,0,2,0
340,GP-340,St. Peter's Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
341,GP-341,St. Margarets Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
342,GP-342,Gladstone Medical Centre,7,26,4,17,4,1,0,7,0,1,0,1,0
343,GP-343,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
344,GP-344,St. Peter's Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
345,GP-345,Allendale Road Surgery,3,16,0,4,1,4,0,3,0,1,1,1,0
346,GP-346,Kensington Park Medical Centre,27,55,3,11,2,9,2,27,1,1,1,6,2
347,GP-347,Greenford Road Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
348,GP-348,The Practice Heart of Hounslow,6,24,0,3,2,4,0,7,0,0,1,2,0
349,GP-349,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
350,GP-350,Gladstone Medical Centre,23,35,0,8,2,1,2,23,0,3,2,1,2
351,GP-351,Yiewsley Family Practice,4,17,1,1,1,2,1,4,1,0,0,1,1
352,GP-352,Crawford Street Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
353,GP-353,Wembley Park Drive Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
354,GP-354,St. George's Medical Center,0,0,0,0,0,0,0,0,0,0,0,0,0
355,GP-355,Acorn Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
356,GP-356,The Practice Feltham,1,6,0,1,0,0,0,1,0,0,0,0,0
357,GP-357,Church Lane Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
358,GP-358,Grove Park Terrace Surgery,17,46,1,2,1,6,0,18,1,0,1,4,0
359,GP-359,Lancaster Gate Medical Centre,14,62,8,23,10,13,2,14,0,0,3,5,0
360,GP-360,Kings Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
361,GP-361,Acrefield Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
362,GP-362,New Surgery,0,2,1,1,0,0,0,0,0,0,0,0,0
363,GP-363,Grove Park Terrace Surgery,17,17,0,0,1,0,0,17,0,0,1,0,0
364,GP-364,West End Surgery,1,6,0,0,0,0,0,1,0,0,0,0,0
365,GP-365,Church Lane Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
366,GP-366,Church End Medical Centre,2,5,0,1,0,0,0,2,0,0,0,0,0
367,GP-367,Chiswick Health Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
368,GP-368,Otterfield Medical Centre,1,8,1,1,0,0,0,1,0,0,0,0,0
369,GP-369,Hillcrest Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
370,GP-370,Roxbourne Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
371,GP-371,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
372,GP-372,Church End Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
373,GP-373,Victoria Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
374,GP-374,St. Peter's Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
375,GP-375,Earls Court Surgery,1,1,0,0,0,0,0,1,0,0,0,0,0
376,GP-376,Otterfield Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
377,GP-377,Barlby Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
378,GP-378,Holland Park Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
379,GP-379,Kensington Park Medical Centre,1,1,0,0,0,0,0,1,0,0,0,0,0
380,GP-380,The Southall Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
381,GP-381,Spring Grove Medical Practice,0,1,0,0,0,0,0,0,0,0,0,0,0
382,GP-382,Barlby Surgery,1,2,0,0,1,0,0,1,0,0,1,0,0
383,GP-383,Kingfisher Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
384,GP-384,Marylebone Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
385,GP-385,Bush Doctors,0,0,0,0,0,0,0,0,0,0,0,0,0
386,GP-386,Oxford Drive Medical Centre,6,13,0,0,2,0,0,6,0,0,0,0,0
387,GP-387,Pimlico Health at The Marven Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
388,GP-388,The Lilyville Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
389,GP-389,Hillcrest Surgery,0,3,0,0,0,0,0,0,0,0,0,0,0
390,GP-390,Otterfield Medical Centre,1,4,0,0,0,0,0,1,0,0,0,0,0
391,GP-391,Stanley Corner Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
392,GP-392,Meadow View Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
393,GP-393,Mount Medical Centre,4,8,0,1,1,1,1,5,0,0,0,1,1
394,GP-394,Preston Hill Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
395,GP-395,Bush Doctors,48,93,8,7,8,20,7,54,5,0,4,13,6
396,GP-396,Cuckoo Lane Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
397,GP-397,The Lonsdale Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
398,GP-398,Park Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
399,GP-399,Sudbury Surgery,3,11,2,2,2,6,1,3,1,0,0,3,1
400,GP-400,St. Peter's Medical Centre,1,3,0,0,0,0,1,1,0,0,0,0,1
401,GP-401,Pinn Medical Centre,43,163,15,22,20,15,7,46,1,1,8,4,4
402,GP-402,Crosslands Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
403,GP-403,Redwood Practice,1,1,0,0,1,0,0,1,0,0,1,0,0
404,GP-404,The Willesden Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
405,GP-405,Yiewsley Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
406,GP-406,Church End Medical Centre,0,8,0,1,2,0,0,0,0,0,0,0,0
407,GP-407,Greenford Road Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
408,GP-408,Chiswick Family Practice E85130,96,131,3,8,11,8,8,101,1,0,7,7,6
409,GP-409,Oxgate Gardens Surgery,1,1,0,0,0,0,0,1,0,0,0,0,0
410,GP-410,Oxgate Gardens Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
411,GP-411,Cuckoo Lane Practice,0,4,0,0,0,2,0,0,0,0,0,0,0
412,GP-412,The Willesden Medical Centre,24,153,3,17,13,15,11,25,1,0,3,2,2
413,GP-413,Bush Doctors,25,52,7,15,1,7,2,25,2,4,1,5,2
414,GP-414,Spring Grove Medical Practice,75,123,2,3,13,21,4,78,0,0,2,5,1
415,GP-415,Perivale Medical Clinic,17,28,1,2,1,3,1,17,0,1,0,2,1
416,GP-416,High Street Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
417,GP-417,The Willesden Medical Centre,0,2,1,1,0,0,0,0,0,0,0,0,0
418,GP-418,Honeypot Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
419,GP-419,Headstone Road Surgery,9,35,0,6,6,0,0,9,0,1,3,0,0
420,GP-420,The Chelsea Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
421,GP-421,Warren Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
422,GP-422,Ashchurch Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
423,GP-423,Yiewsley Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0
424,GP-424,Freuchen Medical Centre,3,5,0,1,0,0,0,3,0,0,0,0,0
425,GP-425,Randolph Surgery,0,61,1,2,3,3,0,0,0,0,0,0,0
426,GP-426,Kings Road Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
427,GP-427,Premier Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
428,GP-428,Crawford Street Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0
429,GP-429,Mayfair Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
430,GP-430,North End Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
431,GP-431,Church End Medical Centre,0,1,0,0,0,0,0,0,0,0,0,0,0
432,GP-432,Brook Green Medical Centre,0,0,0,0,0,0,0,0,0,0,0,0,0
433,GP-433,Perivale Medical Clinic,0,28,2,5,0,1,2,0,0,0,0,0,0
434,GP-434,Hillcrest Surgery,10,27,0,1,1,4,3,10,0,0,1,2,1
435,GP-435,Crosslands Surgery,46,90,4,24,12,8,4,46,3,4,3,6,3
436,GP-436,Lancaster Gate Medical Centre,0,6,0,0,0,0,0,0,0,0,0,0,0
437,GP-437,Brook Green Medical Centre,9,44,0,4,1,1,3,9,0,0,0,1,1
438,GP-438,Forty Willows Surgery,11,17,0,1,2,3,1,12,0,1,2,1,1
439,GP-439,Great Chapel Street Medical Centre,7,9,0,0,0,0,0,7,0,0,0,0,0
440,GP-440,Willow Tree Family Doctors,0,4,0,3,0,0,0,0,0,0,0,0,0
